22.2628;2013-12-17 20:12:51
21.7986;2013-12-17 20:22:46
22.3345;2013-12-17 20:44:02
22.5845;2013-12-17 20:54:04
22.7869;2013-12-17 21:04:08
23.0174;2013-12-17 21:21:43
21.0779;2013-12-17 21:31:23
23.0258;2013-12-17 21:31:59
23.0413;2013-12-17 21:32:39
23.0674;2013-12-17 21:33:19
23.0517;2013-12-17 21:33:56
23.0778;2013-12-17 21:34:33
23.2068;2013-12-17 21:51:27
23.3397;2013-12-17 22:05:22
23.5297;2013-12-17 22:15:27
23.616;2013-12-17 22:25:33
23.6322;2013-12-17 22:35:38
23.6714;2013-12-17 22:53:45
23.7298;2013-12-17 23:03:48
23.7592;2013-12-17 23:13:50
23.8258;2013-12-17 23:23:56
23.8379;2013-12-17 23:33:57
23.7916;2013-12-17 23:43:57
23.8887;2013-12-17 23:53:59
23.866;2013-12-18 00:05:06
24.0197;2013-12-18 00:14:58
23.9907;2013-12-18 00:26:35
23.5688;2013-12-18 11:49:39
23.5848;2013-12-18 12:18:22
23.7193;2013-12-18 12:28:21
24.0058;2013-12-18 13:06:31
23.988;2013-12-18 13:16:34
25.385;2013-12-18 13:43:24
25.5491;2013-12-18 13:54:16
25.6732;2013-12-18 14:05:08
25.933;2013-12-18 14:31:27
25.5968;2014-01-08 12:47:06
25.8576;2014-01-08 12:57:07
26.0787;2014-01-08 13:07:08
25.9512;2014-01-08 13:17:10
20.7242;2014-01-08 16:02:47
20.8395;2014-01-08 16:12:44
20.9824;2014-01-08 16:22:42
21.1108;2014-01-08 16:32:40
21.2329;2014-01-08 16:42:39
21.3435;2014-01-08 16:52:36
21.4331;2014-01-08 17:02:34
21.5156;2014-01-08 17:12:31
21.5929;2014-01-08 17:22:29
21.6672;2014-01-08 17:32:27
21.7322;2014-01-08 17:42:24
21.7917;2014-01-08 17:52:20
21.8378;2014-01-08 18:02:19
21.8772;2014-01-08 18:12:17
21.9298;2014-01-08 18:22:14
21.9549;2014-01-08 18:32:12
21.9981;2014-01-08 18:42:11
22.0426;2014-01-08 18:52:07
22.0675;2014-01-08 19:02:07
22.1141;2014-01-08 19:12:07
22.1333;2014-01-08 19:22:04
22.1777;2014-01-08 19:32:00
22.1937;2014-01-08 19:41:56
22.2435;2014-01-08 19:51:54
22.269;2014-01-08 20:01:50
22.3085;2014-01-08 20:11:46
22.338;2014-01-08 20:21:44
22.3745;2014-01-08 20:31:40
22.418;2014-01-08 20:41:36
22.4385;2014-01-08 20:51:32
22.4771;2014-01-08 21:01:29
22.4979;2014-01-08 21:11:26
22.4949;2014-01-08 21:21:24
22.5393;2014-01-08 21:31:21
22.5564;2014-01-08 21:41:17
22.5151;2014-01-08 21:51:14
22.4819;2014-01-08 22:01:11
22.425;2014-01-08 22:11:08
22.3571;2014-01-08 22:21:05
22.3099;2014-01-08 22:31:01
22.2556;2014-01-08 22:41:03
22.2023;2014-01-08 22:50:59
22.1562;2014-01-08 23:00:55
22.1172;2014-01-08 23:10:52
22.0639;2014-01-08 23:20:49
22.031;2014-01-08 23:30:46
21.9994;2014-01-08 23:40:43
21.9695;2014-01-08 23:50:41
21.937;2014-01-09 00:00:37
21.9358;2014-01-09 00:10:36
21.9259;2014-01-09 00:20:34
22.0914;2014-01-09 00:30:32
22.2662;2014-01-09 00:40:28
22.455;2014-01-09 00:50:24
22.6395;2014-01-09 01:00:22
22.7872;2014-01-09 01:10:18
22.9308;2014-01-09 01:20:14
23.0547;2014-01-09 01:30:11
23.1818;2014-01-09 01:40:07
23.3074;2014-01-09 01:50:05
23.4291;2014-01-09 02:00:01
23.5403;2014-01-09 02:10:00
23.6568;2014-01-09 02:19:57
23.8485;2014-01-09 02:29:54
23.8733;2014-01-09 02:39:50
23.9675;2014-01-09 02:49:46
24.0586;2014-01-09 02:59:44
24.1495;2014-01-09 03:09:40
24.1839;2014-01-09 03:21:22
24.1971;2014-01-09 03:31:21
24.1887;2014-01-09 03:41:19
24.1612;2014-01-09 03:51:15
24.122;2014-01-09 04:01:13
24.0901;2014-01-09 04:11:09
24.0717;2014-01-09 04:21:07
24.0513;2014-01-09 04:31:03
24.0136;2014-01-09 04:41:01
24.0107;2014-01-09 04:51:02
24.0322;2014-01-09 05:01:00
24.078;2014-01-09 05:11:00
24.1547;2014-01-09 05:20:58
24.1543;2014-01-09 05:30:58
24.0269;2014-01-09 05:40:56
23.9786;2014-01-09 05:50:53
23.9358;2014-01-09 06:00:51
23.8843;2014-01-09 06:10:51
23.8053;2014-01-09 06:20:47
23.7037;2014-01-09 06:30:44
23.5641;2014-01-09 06:40:41
23.4374;2014-01-09 06:50:39
23.3859;2014-01-09 07:00:35
23.3167;2014-01-09 07:10:31
23.248;2014-01-09 07:20:29
23.1942;2014-01-09 07:30:26
22.7626;2014-01-09 07:40:24
22.2976;2014-01-09 07:50:21
21.8814;2014-01-09 08:00:18
21.5162;2014-01-09 08:10:14
21.1979;2014-01-09 08:20:10
20.9337;2014-01-09 08:30:08
20.6546;2014-01-09 08:40:05
20.401;2014-01-09 08:50:02
20.1737;2014-01-09 08:59:58
19.9815;2014-01-09 09:09:55
19.8082;2014-01-09 09:19:51
